demo_image.started,demo_image.stopped,demo_resp.keys,demo_resp.rt,demo_resp.started,demo_resp.stopped,test1_image.started,test1_image.stopped,test1_resp.keys,test1_resp.rt,test1_resp.started,test1_resp.stopped,test2_image.started,test2_image.stopped,test2_resp.keys,test2_resp.rt,test2_resp.started,test2_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
17.21381600003224,None,space,1.6038256000028923,17.21381600003224,None,,,,,,,,,,,,,z,001,2022_Apr_06_1503,king_devick,2021.2.3,143.8675036860257,
,,,,,,25.22760320000816,None,space,1.7545359999639913,25.22760320000816,None,,,,,,,z,001,2022_Apr_06_1503,king_devick,2021.2.3,143.8675036860257,
,,,,,,,,,,,,33.566872199997306,None,space,1.261346000013873,33.566872199997306,None,z,001,2022_Apr_06_1503,king_devick,2021.2.3,143.8675036860257,
