inter_stim_inverval,GNG_stim,match,corr_key
6.5,affective_no_go_stimuli\spider_1.jpeg,0,None
5.5,affective_go_stimuli\puppy_26.jpeg,1,space
4.5,affective_no_go_stimuli\spider_20.jpg,0,None
6.5,affective_go_stimuli\puppy_21.jpeg,1,space
5.0,affective_no_go_stimuli\spider_11.jpeg,0,None
5.0,affective_go_stimuli\puppy_8.jpg,1,space
4.5,affective_no_go_stimuli\spider_2.jpeg,0,None
5.5,affective_no_go_stimuli\spider_21.jpg,0,None
6.5,affective_go_stimuli\puppy_17.jpeg,1,space
5.5,affective_go_stimuli\puppy_1.jpg,1,space
6.5,affective_go_stimuli\puppy_14.jpeg,1,space
5.5,affective_go_stimuli\puppy_24.jpeg,1,space
4.0,affective_no_go_stimuli\spider_6.jpeg,0,None
5.0,affective_no_go_stimuli\spider_3.jpeg,0,None
5.5,affective_no_go_stimuli\spider_29.jpg,0,None
4.0,affective_go_stimuli\puppy_23.jpeg,1,space
5.5,affective_no_go_stimuli\spider_24.jpeg,0,None
6.0,affective_go_stimuli\puppy_18.jpeg,1,space
4.5,affective_go_stimuli\puppy_29.jpg,1,space
5.5,affective_no_go_stimuli\spider_13.jpeg,0,None
