trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,35.50727280000001,None,space,1.4599494000001414,35.50727280000001,None,zzz,001,2022_Feb_08_1954,SAT,2021.2.3,143.9700311978918,
