task_order,image_stim,match,TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,post_instructions_resp.keys,post_instructions_resp.rt,post_instructions_resp.started,post_instructions_resp.stopped,post_instructions_text.started,post_instructions_text.stopped,zero_move_text.started,zero_move_text.stopped,multi_move_text.started,multi_move_text.stopped,exp_instructions_resp.keys,exp_instructions_resp.rt,exp_instructions_resp.started,exp_instructions_resp.stopped,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.started,stim_resp.stopped,stim_image.started,stim_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.201920899969991,None,space,0.26144400000339374,8.201920899969991,None,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_02_0759,affective_go_no_go,2021.2.3,143.839567030966,
,,,,,,,,,,,,,,,,,space,0.3685727000120096,8.823351599974558,None,,,,,,,,,,,,,,,,,,,,001,2022_Mar_02_0759,affective_go_no_go,2021.2.3,143.839567030966,
MM1,multi_move_stimuli\two_move\two_move_2.jpg,1,0,0,0,0,0,0,0,0,,,,,,,,,,,8.823351599974558,None,9.2303178999573,None,9.2303178999573,None,space,0.31199980003293604,9.2303178999573,None,16.595428799977526,None,None,0,16.595428799977526,None,9.63160229998175,16.636849300004542,,001,2022_Mar_02_0759,affective_go_no_go,2021.2.3,143.839567030966,
