TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,task_order,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.48340239999925,None,space,2.0920187000001533,10.48340239999925,None,g,001,2022_Feb_11_1048,affective_go_no_go,2021.2.3,144.0444809358889,
