TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,task_order,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.600945500016678,None,space,1.8450195000041276,9.600945500016678,None,,001,2022_Mar_01_1957,affective_go_no_go,2021.2.3,143.90766880676088,
