task_order,image_stim,match,TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,post_instructions_resp.keys,post_instructions_resp.rt,post_instructions_resp.started,post_instructions_resp.stopped,post_instructions_text.started,post_instructions_text.stopped,zero_move_text.started,zero_move_text.stopped,multi_move_text.started,multi_move_text.stopped,exp_instructions_resp.keys,exp_instructions_resp.rt,exp_instructions_resp.started,exp_instructions_resp.stopped,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.started,stim_resp.stopped,stim_image.started,stim_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,9.502122800040524,None,space,1.0368161000078544,9.502122800040524,None,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_02_0754,affective_go_no_go,2021.2.3,143.94578427597676,
,,,,,,,,,,,,,,,,,space,0.5148566999705508,11.30100289999973,None,,,,,,,,,,,,,,,,,,,,001,2022_Mar_02_0754,affective_go_no_go,2021.2.3,143.94578427597676,
MM1,multi_move_stimuli\two_move\two_move_2.jpg,1,0,0,0,0,0,0,0,0,,,,,,,,,,,11.30100289999973,None,11.853697600017767,None,11.853697600017767,None,space,0.6375085000181571,11.853697600017767,None,19.545381400035694,None,None,0,19.545381400035694,None,12.577045999991242,19.5814543000306,,001,2022_Mar_02_0754,affective_go_no_go,2021.2.3,143.94578427597676,
