TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,task_order,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,9.522624000004726,None,space,1.0738351000181865,9.522624000004726,None,,001,2022_Apr_02_0936,tower_of_london,2021.2.3,143.73639893067238,
