task_order,image_stim,match,TOL_loop.thisRepN,TOL_loop.thisTrialN,TOL_loop.thisN,TOL_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,post_instructions_resp.keys,post_instructions_resp.rt,post_instructions_resp.started,post_instructions_resp.stopped,post_instructions_text.started,post_instructions_text.stopped,zero_move_text.started,zero_move_text.stopped,multi_move_text.started,multi_move_text.stopped,exp_instructions_resp.keys,exp_instructions_resp.rt,exp_instructions_resp.started,exp_instructions_resp.stopped,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.started,stim_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,8.24290579999797,None,space,0.25151510001160204,8.24290579999797,None,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_02_0746,affective_go_no_go,2021.2.3,144.081423256395,
,,,,,,,,,,,,,,,,,space,0.3339006999740377,8.824676999996882,None,,,,,,,,,,,,,,,,,,001,2022_Mar_02_0746,affective_go_no_go,2021.2.3,144.081423256395,
MM1,"multi_move_stimuli\
ot_two_move\
ot_two_move_1.jpg",0,0,0,0,0,0,0,0,0,,,,,,,,,,,8.824676999996882,None,9.198159900028259,None,9.198159900028259,None,space,0.3244437999674119,9.198159900028259,None,16.534325700020418,None,None,1,16.534325700020418,None,,001,2022_Mar_02_0746,affective_go_no_go,2021.2.3,144.081423256395,
