inter_stim_inverval,GNG_stim,match,corr_key
5.5,affective_go_stimuli\puppy_16.jpeg,1,space
4.0,affective_no_go_stimuli\spider_6.jpeg,0,None
4.0,affective_no_go_stimuli\spider_7.jpeg,0,None
5.0,affective_go_stimuli\puppy_13.jpg,1,space
4.0,affective_go_stimuli\puppy_24.jpeg,1,space
4.5,affective_no_go_stimuli\spider_17.jpeg,0,None
5.0,affective_go_stimuli\puppy_8.jpg,1,space
4.5,affective_go_stimuli\puppy_6.jpg,1,space
6.0,affective_no_go_stimuli\spider_20.jpg,0,None
4.0,affective_go_stimuli\puppy_10.jpg,1,space
4.0,affective_no_go_stimuli\spider_23.jpg,0,None
4.0,affective_no_go_stimuli\spider_9.jpeg,0,None
4.5,affective_no_go_stimuli\spider_28.jpg,0,None
4.5,affective_no_go_stimuli\spider_25.jpg,0,None
6.5,affective_no_go_stimuli\spider_26.jpg,0,None
6.0,affective_go_stimuli\puppy_2.jpg,1,space
4.0,affective_go_stimuli\puppy_3.jpg,1,space
4.5,affective_go_stimuli\puppy_7.jpg,1,space
4.0,affective_go_stimuli\puppy_19.jpeg,1,space
4.5,affective_no_go_stimuli\spider_14.jpeg,0,None
