inter_stim_inverval,GNG_stim,match,corr_key
4.5,no_go_stimuli\spider_19.jpg,0,None
4.0,go_stimuli\puppy_8.jpg,1,space
4.0,go_stimuli\puppy_10.jpg,1,space
4.5,go_stimuli\puppy_27.jpg,1,space
6.5,go_stimuli\puppy_5.jpg,1,space
6.0,no_go_stimuli\spider_21.jpg,0,None
5.0,go_stimuli\puppy_23.jpeg,1,space
4.0,no_go_stimuli\spider_7.jpeg,0,None
4.0,go_stimuli\puppy_6.jpg,1,space
4.0,no_go_stimuli\spider_3.jpeg,0,None
6.0,no_go_stimuli\spider_5.jpeg,0,None
6.0,go_stimuli\puppy_28.jpg,1,space
4.0,no_go_stimuli\spider_16.jpeg,0,None
5.0,no_go_stimuli\spider_25.jpg,0,None
4.5,no_go_stimuli\spider_22.jpg,0,None
5.0,no_go_stimuli\spider_24.jpeg,0,None
6.0,go_stimuli\puppy_7.jpg,1,space
6.5,no_go_stimuli\spider_9.jpeg,0,None
4.0,go_stimuli\puppy_2.jpg,1,space
6.0,go_stimuli\puppy_21.jpeg,1,space
