inter_stim_inverval,GNG_stim,match,corr_key
6.5,go_stimuli\puppy_25.jpeg,1,space
5.0,go_stimuli\puppy_7.jpg,1,space
4.5,no_go_stimuli\spider_26.jpg,0,None
5.0,go_stimuli\puppy_29.jpg,1,space
5.0,go_stimuli\puppy_18.jpeg,1,space
5.5,no_go_stimuli\spider_27.jpeg,0,None
5.5,go_stimuli\puppy_28.jpg,1,space
5.0,no_go_stimuli\spider_6.jpeg,0,None
4.0,no_go_stimuli\spider_14.jpeg,0,None
5.5,go_stimuli\puppy_11.jpeg,1,space
4.5,no_go_stimuli\spider_10.jpeg,0,None
5.5,go_stimuli\puppy_2.jpg,1,space
6.5,no_go_stimuli\spider_19.jpg,0,None
6.5,no_go_stimuli\spider_2.jpeg,0,None
4.0,go_stimuli\puppy_23.jpeg,1,space
4.5,go_stimuli\puppy_1.jpg,1,space
4.0,no_go_stimuli\spider_21.jpg,0,None
4.0,no_go_stimuli\spider_17.jpeg,0,None
6.0,no_go_stimuli\spider_5.jpeg,0,None
5.5,go_stimuli\puppy_4.jpg,1,space
