image_stim,match
zero_move_stimuli\zero_move_5.jpg,1
zero_move_stimuli\zero_move_2.jpg,1
zero_move_stimuli\zero_move_1.jpg,1
zero_move_stimuli\zero_move_4.jpg,1
zero_move_stimuli\zero_move_3.jpg,1
zero_move_stimuli\zero_move_6.jpg,1
