n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,task_order,exp_zero_back_text.started,exp_zero_back_text.stopped,exp_one_back_text.started,exp_one_back_text.stopped,exp_two_back_text.started,exp_two_back_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,10.925852899992606,None,10.925852899992606,None,10.925852899992606,None,,,,,,,
