num_stim,match,zero_back_outer_loop.thisRepN,zero_back_outer_loop.thisTrialN,zero_back_outer_loop.thisN,zero_back_outer_loop.thisIndex,zero_back_loop.thisRepN,zero_back_loop.thisTrialN,zero_back_loop.thisN,zero_back_loop.thisIndex,one_back_outer_loop.thisRepN,one_back_outer_loop.thisTrialN,one_back_outer_loop.thisN,one_back_outer_loop.thisIndex,one_back_loop.thisRepN,one_back_loop.thisTrialN,one_back_loop.thisN,one_back_loop.thisIndex,two_back_outer_loop.thisRepN,two_back_outer_loop.thisTrialN,two_back_outer_loop.thisN,two_back_outer_loop.thisIndex,two_back_loop.thisRepN,two_back_loop.thisTrialN,two_back_loop.thisN,two_back_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,zero_back_prompt_text.started,zero_back_prompt_text.stopped,zero_back_num_stim.started,zero_back_num_stim.stopped,zero_back_resp.keys,zero_back_resp.corr,zero_back_resp.started,zero_back_resp.stopped,inter_stimuli_interval_text.started,inter_stimuli_interval_text.stopped,one_back_prompt_text.started,one_back_prompt_text.stopped,one_back_num_stim.started,one_back_num_stim.stopped,one_back_resp.keys,one_back_resp.corr,one_back_resp.started,one_back_resp.stopped,two_back_prompt_text.started,two_back_prompt_text.stopped,two_back_num_stim.started,two_back_num_stim.stopped,two_back_resp.keys,two_back_resp.corr,two_back_resp.started,two_back_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9,None,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,232.34904909998295,None,,,231.8490546999965,None,None,1,231.8490546999965,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,235.34950579999713,None,,,234.84848270000657,None,None,1,234.84848270000657,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,238.34876419999637,None,,,237.8480031999934,None,None,1,237.8480031999934,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,241.34823740000138,None,,,240.84743209998123,None,None,1,240.84743209998123,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,244.34748490000493,None,,,243.85364899999695,None,None,1,243.85364899999695,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,247.34704160000547,None,,,246.85317119999672,None,None,1,246.85317119999672,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,['space'],,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,250.3534740000032,None,,,249.8525163999875,None,None,0,249.8525163999875,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,253.35881939998944,None,,,252.85201299999608,None,None,1,252.85201299999608,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,256.3510890000034,None,,,255.85132409998914,None,None,1,255.85132409998914,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,259.34457389998715,None,,,258.8507915000082,None,None,1,258.8507915000082,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,262.3510597999848,None,,,261.85017769999104,None,None,1,261.85017769999104,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,265.3435988999845,None,,,264.84964080000645,None,None,1,264.84964080000645,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,268.3498563999892,None,,,267.849017600005,None,None,1,267.849017600005,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,271.3422944000049,None,,,270.8484038999886,None,None,1,270.8484038999886,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
4,None,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,274.3486542000028,None,,,273.8480284999823,None,None,1,273.8480284999823,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,277.35395170000265,None,,,276.8472067999828,None,None,1,276.8472067999828,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,280.347491499997,None,,,279.8535717999912,None,None,1,279.8535717999912,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
0,None,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,283.3470442999969,None,,,282.8530039000034,None,None,1,282.8530039000034,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,286.3463160999818,None,,,285.852347499982,None,None,1,285.852347499982,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,289.34570020000683,None,,,288.85185079998337,None,None,1,288.85185079998337,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,292.35811800000374,None,,,291.85123949998524,None,None,1,291.85123949998524,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,295.3446066000033,None,,,294.85064849999617,None,None,1,294.85064849999617,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,298.3439564,None,,,297.8500662999868,None,None,1,297.8500662999868,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,301.34328649999225,None,,,300.8494753999985,None,None,1,300.8494753999985,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,304.34276179998415,None,,,303.8488999999827,None,None,1,303.8488999999827,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,307.34226760000456,None,,,306.84835079999175,None,None,1,306.84835079999175,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,['space'],,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,310.3415559999994,None,,,309.8477164999931,None,None,0,309.8477164999931,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,313.3550342999806,None,,,312.84730609998223,None,None,1,312.84730609998223,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,316.35430849998374,None,,,315.85365929998807,None,None,1,315.85365929998807,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,319.3537263000035,None,,,318.85283139999956,None,None,1,318.85283139999956,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,322.35328469998785,None,,,321.8523002000002,None,None,1,321.8523002000002,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,325.3456489999953,None,,,324.85169660000247,None,None,1,324.85169660000247,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,,328.35216650000075,None,,,327.8510731999995,None,None,1,327.8510731999995,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,,,,,,,,,331.3443357000069,None,,,330.85052019997966,None,None,1,330.85052019997966,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
4,None,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,,,,,,,,,334.3437726999982,None,,,333.84998050000286,None,None,1,333.84998050000286,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,,,,,,,,,337.3564257999824,None,,,336.8493312000064,None,None,1,336.8493312000064,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,,,,,,,,,340.34957459999714,None,,,339.84890759998234,None,None,1,339.84890759998234,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
0,None,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,,,,,,,,,343.34213030000683,None,,,342.84815259999596,None,None,1,342.84815259999596,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,2,0,2,0,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,346.3484269999899,None,,,345.84766390000004,None,None,1,345.84766390000004,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,2,0,2,0,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,349.35490119998576,None,,,348.8469977999921,None,None,1,348.8469977999921,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,2,0,2,0,0,9,9,9,,,,,,,,,,,,,,,,,,,,,,,352.3542322999856,None,,,351.8533730999916,None,None,1,351.8533730999916,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,2,0,2,0,0,10,10,10,,,,,,,,,,,,,,,,,,,,,,,355.35376080000424,None,,,354.85282309999457,None,None,1,354.85282309999457,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,2,0,2,0,0,11,11,11,,,,,,,,,,,,,,,,,,,,,,,358.3520706999989,None,,,357.8522471000033,None,None,1,357.8522471000033,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,2,0,2,0,0,12,12,12,,,,,,,,,,,,,,,,,,,,,,,361.351470900001,None,,,360.8516289999825,None,None,1,360.8516289999825,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,2,0,2,0,0,13,13,13,,,,,,,,,,,,,,,,,,,,,,,364.3449447999883,None,,,363.8510194999981,None,None,1,363.8510194999981,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,2,0,2,0,0,14,14,14,,,,,,,,,,,,,,,,,,,,,,,367.35144929998205,None,,,366.850480699999,None,None,1,366.850480699999,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,['space'],,,,,,,,,2,0,2,0,0,15,15,15,,,,,,,,,,,,,,,,,,,,,,,370.34387899999274,None,,,369.8498316000041,None,None,0,369.8498316000041,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,2,0,2,0,0,16,16,16,,,,,,,,,,,,,,,,,,,,,,,373.3559660000028,None,,,372.8493291999912,None,None,1,372.8493291999912,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,2,0,2,0,0,17,17,17,,,,,,,,,,,,,,,,,,,,,,,376.3496049999958,None,,,375.84865870000795,None,None,1,375.84865870000795,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,2,0,2,0,0,18,18,18,,,,,,,,,,,,,,,,,,,,,,,379.35507200000575,None,,,378.84813939998276,None,None,1,378.84813939998276,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,2,0,2,0,0,19,19,19,,,,,,,,,,,,,,,,,,,,,,,382.34832879999885,None,,,381.8474356000079,None,None,1,381.8474356000079,None,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
,,,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,390.359666400007,None,,,,,,,,,384.84731899999315,None,389.8667909000069,None,None,1,389.8667909000069,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,393.3464314999874,None,,,,,,,,,,,392.85224069998367,None,None,1,392.85224069998367,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,396.3454816000012,None,,,,,,,,,,,395.8517782999843,None,None,1,395.8517782999843,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,399.35097070000484,None,,,,,,,,,,,398.8511096999864,None,None,1,398.8511096999864,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,402.3514595000015,None,,,,,,,,,,,401.85053569998126,None,None,1,401.85053569998126,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
8,None,,,,,,,,,,,,,,,,,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,405.3500170999905,None,,,,,,,,,,,404.8499121000059,None,None,1,404.8499121000059,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,,,,,,,,,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,408.35030239998014,None,,,,,,,,,,,407.84936659998493,None,None,1,407.84936659998493,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
4,None,,,,,,,,,,,,,,,,,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,411.34974279999733,None,,,,,,,,,,,410.8487443999911,None,None,1,410.8487443999911,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,414.3420729000063,None,,,,,,,,,,,413.8481368999928,None,None,1,413.8481368999928,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,417.3414302000019,None,,,,,,,,,,,416.84758339999826,None,None,1,416.84758339999826,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
0,None,,,,,,,,,,,,,,,,,0,0,0,0,0,10,10,10,,,,,,,,,,,,,,,420.34776740000234,None,,,,,,,,,,,419.8469620999822,None,None,1,419.8469620999822,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,,,,,,,,,0,0,0,0,0,11,11,11,,,,,,,,,,,,,,,423.3473656999995,None,,,,,,,,,,,422.853346399992,None,None,1,422.853346399992,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,,,,,,,,,0,0,0,0,0,12,12,12,,,,,,,,,,,,,,,426.35269999998854,None,,,,,,,,,,,425.8527671000047,None,None,1,425.8527671000047,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,,,,,,,,,0,0,0,0,0,13,13,13,,,,,,,,,,,,,,,429.34600469999714,None,,,,,,,,,,,428.85213600000134,None,None,1,428.85213600000134,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,,,,,,,,,0,0,0,0,0,14,14,14,,,,,,,,,,,,,,,432.34547119998024,None,,,,,,,,,,,431.85155999998096,None,None,1,431.85155999998096,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,0,0,0,0,0,15,15,15,,,,,,,,,,,,,,,435.3518012999848,None,,,,,,,,,,,434.8510002999974,None,None,1,434.8510002999974,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,,,,,,,,,0,0,0,0,0,16,16,16,,,,,,,,,,,,,,,438.3442078999942,None,,,,,,,,,,,437.85040589998243,None,None,1,437.85040589998243,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,,,,,,,,,0,0,0,0,0,17,17,17,,,,,,,,,,,,,,,441.343767399987,None,,,,,,,,,,,440.84980549998,None,None,1,440.84980549998,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,0,0,0,0,0,18,18,18,,,,,,,,,,,,,,,444.3430507000012,None,,,,,,,,,,,443.84922709999955,None,None,1,443.84922709999955,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,0,0,0,0,0,19,19,19,,,,,,,,,,,,,,,447.342559599987,None,,,,,,,,,,,446.8486603999918,None,None,1,446.8486603999918,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
,,,,,,,,,,,,,,,,,,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,450.34794039998087,None,,,,,,,,,,,449.8480245999817,None,None,1,449.8480245999817,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,1,0,1,0,0,1,1,1,,,,,,,,,,,,,,,453.3483395999938,None,,,,,,,,,,,452.8473884999985,None,None,1,452.8473884999985,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,1,0,1,0,0,2,2,2,,,,,,,,,,,,,,,456.35463190000155,None,,,,,,,,,,,455.84690810000757,None,None,1,455.84690810000757,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,1,0,1,0,0,3,3,3,,,,,,,,,,,,,,,459.34702640000614,None,,,,,,,,,,,458.8532966999919,None,None,1,458.8532966999919,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,1,0,1,0,0,4,4,4,,,,,,,,,,,,,,,462.3535931999795,None,,,,,,,,,,,461.85264820000157,None,None,1,461.85264820000157,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
8,None,,,,,,,,,,,,,,,,,1,0,1,0,0,5,5,5,,,,,,,,,,,,,,,465.3459416999831,None,,,,,,,,,,,464.85209199998644,None,None,1,464.85209199998644,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,,,,,,,,,1,0,1,0,0,6,6,6,,,,,,,,,,,,,,,468.3523733000038,None,,,,,,,,,,,467.85152539997944,None,None,1,467.85152539997944,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
4,None,,,,,,,,,,,,,,,,,1,0,1,0,0,7,7,7,,,,,,,,,,,,,,,471.3450176999904,None,,,,,,,,,,,470.8508881999878,None,None,1,470.8508881999878,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,1,0,1,0,0,8,8,8,,,,,,,,,,,,,,,474.3512436999881,None,,,,,,,,,,,473.8502846999909,None,None,1,473.8502846999909,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,1,0,1,0,0,9,9,9,,,,,,,,,,,,,,,477.34360699998797,None,,,,,,,,,,,476.84975540000596,None,None,1,476.84975540000596,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
0,None,,,,,,,,,,,,,,,,,1,0,1,0,0,10,10,10,,,,,,,,,,,,,,,480.3501021999982,None,,,,,,,,,,,479.84913990000496,None,None,1,479.84913990000496,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,,,,,,,,,1,0,1,0,0,11,11,11,,,,,,,,,,,,,,,483.3423606999859,None,,,,,,,,,,,482.84850219998043,None,None,1,482.84850219998043,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,,,,,,,,,1,0,1,0,0,12,12,12,,,,,,,,,,,,,,,486.34890839998843,None,,,,,,,,,,,485.8479159999988,None,None,1,485.8479159999988,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,,,,,,,,,1,0,1,0,0,13,13,13,,,,,,,,,,,,,,,489.34819449999486,None,,,,,,,,,,,488.8473607999913,None,None,1,488.8473607999913,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
9,None,,,,,,,,,,,,,,,,,1,0,1,0,0,14,14,14,,,,,,,,,,,,,,,492.36059840000235,None,,,,,,,,,,,491.84672939998563,None,None,1,491.84672939998563,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,1,0,1,0,0,15,15,15,,,,,,,,,,,,,,,495.34697589999996,None,,,,,,,,,,,494.85306009999476,None,None,1,494.85306009999476,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
6,None,,,,,,,,,,,,,,,,,1,0,1,0,0,16,16,16,,,,,,,,,,,,,,,498.35934279998764,None,,,,,,,,,,,497.8525212999957,None,None,1,497.8525212999957,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
2,None,,,,,,,,,,,,,,,,,1,0,1,0,0,17,17,17,,,,,,,,,,,,,,,501.3458622999897,None,,,,,,,,,,,500.85193730000174,None,None,1,500.85193730000174,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,1,0,1,0,0,18,18,18,,,,,,,,,,,,,,,504.3454459999921,None,,,,,,,,,,,503.85139699999127,None,None,1,503.85139699999127,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,1,0,1,0,0,19,19,19,,,,,,,,,,,,,,,507.3446647999808,None,,,,,,,,,,,506.8507832000032,None,None,1,506.8507832000032,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
,,,,,,,,,,,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
5,None,,,,,,,,,,,,,,,,,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,510.34385649999604,None,,,,,,,,,,,509.8501914999797,None,None,1,509.8501914999797,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,2,0,2,0,0,1,1,1,,,,,,,,,,,,,,,513.3503598999814,None,,,,,,,,,,,512.8495911000064,None,None,1,512.8495911000064,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,2,0,2,0,0,2,2,2,,,,,,,,,,,,,,,516.3429067999823,None,,,,,,,,,,,515.8489312999882,None,None,1,515.8489312999882,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
7,None,,,,,,,,,,,,,,,,,2,0,2,0,0,3,3,3,,,,,,,,,,,,,,,519.3424098999822,None,,,,,,,,,,,518.8485598999832,None,None,1,518.8485598999832,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
1,None,,,,,,,,,,,,,,,,,2,0,2,0,0,4,4,4,,,,,,,,,,,,,,,522.347789099993,None,,,,,,,,,,,521.8478214000061,None,None,1,521.8478214000061,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
8,None,,,,,,,,,,,,,,,,,2,0,2,0,0,5,5,5,,,,,,,,,,,,,,,525.3470558999979,None,,,,,,,,,,,524.8472634000063,None,None,1,524.8472634000063,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
3,None,,,,,,,,,,,,,,,,,2,0,2,0,0,6,6,6,,,,,,,,,,,,,,,528.3476394999889,None,,,,,,,,,,,527.8536674999923,None,None,1,527.8536674999923,None,g,001,2022_Feb_10_1013,n_back,2021.2.3,144.01958663855805,
