task_order,num_stim,match_num,match,corr_key,n_back_loop.thisRepN,n_back_loop.thisTrialN,n_back_loop.thisN,n_back_loop.thisIndex,stim_loop.thisRepN,stim_loop.thisTrialN,stim_loop.thisN,stim_loop.thisIndex,exp_zero_back_text.started,exp_zero_back_text.stopped,exp_one_back_text.started,exp_one_back_text.stopped,exp_two_back_text.started,exp_two_back_text.stopped,stim_text.started,stim_text.stopped,stim_resp.keys,stim_resp.corr,stim_resp.rt,stim_resp.started,stim_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
zero_back1,2,2,1,right,0,0,0,0,0,0,0,0,8.99312880000798,None,8.99312880000798,None,8.99312880000798,None,13.0609954999818,13.56300339999143,right,0,0.33859950001351535,13.0609954999818,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,2,2,1,right,0,0,0,0,0,1,1,1,,,,,,,16.51491709999391,17.020662599999923,right,0,0.2505423999973573,16.51491709999391,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,2,2,1,right,0,0,0,0,0,2,2,2,,,,,,,20.020736899983604,20.519959299999755,right,0,0.42489449999993667,20.020736899983604,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,3,2,0,left,0,0,0,0,0,3,3,3,,,,,,,23.53176209999947,24.033222600002773,left,0,0.2812819999817293,23.53176209999947,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,9,2,0,left,0,0,0,0,0,4,4,4,,,,,,,27.037665799987735,27.53940879998845,left,0,0.3881323999958113,27.037665799987735,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,2,2,1,right,0,0,0,0,0,5,5,5,,,,,,,30.539608599996427,31.038723599980585,None,0,,30.539608599996427,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,2,2,1,right,0,0,0,0,0,6,6,6,,,,,,,34.04541869999957,34.54497769998852,None,0,,34.04541869999957,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,5,2,0,left,0,0,0,0,0,7,7,7,,,,,,,37.555642499995884,38.058177600003546,left,0,0.3335099999967497,37.555642499995884,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
zero_back1,8,2,0,left,0,0,0,0,0,8,8,8,,,,,,,41.06281440000748,41.56444270000793,right,0,0.3248784000170417,41.06281440000748,None,,001,2022_Apr_02_1102,n_back,2021.2.3,143.98661496940147,
