inter_stim_inverval,GNG_stim,match,corr_key
5.0,affective_go_stimuli\puppy_3.jpg,1,space
6.5,affective_go_stimuli\puppy_16.jpeg,1,space
6.5,affective_go_stimuli\puppy_17.jpeg,1,space
6.5,affective_no_go_stimuli\spider_6.jpeg,0,None
5.0,affective_go_stimuli\puppy_28.jpg,1,space
4.5,affective_no_go_stimuli\spider_24.jpeg,0,None
4.0,affective_no_go_stimuli\spider_1.jpeg,0,None
5.0,affective_go_stimuli\puppy_29.jpg,1,space
6.0,affective_no_go_stimuli\spider_18.jpg,0,None
5.0,affective_no_go_stimuli\spider_12.jpeg,0,None
4.0,affective_go_stimuli\puppy_2.jpg,1,space
5.0,affective_go_stimuli\puppy_19.jpeg,1,space
4.0,affective_no_go_stimuli\spider_8.jpeg,0,None
5.5,affective_no_go_stimuli\spider_11.jpeg,0,None
4.5,affective_no_go_stimuli\spider_16.jpeg,0,None
4.0,affective_no_go_stimuli\spider_13.jpeg,0,None
4.0,affective_go_stimuli\puppy_26.jpeg,1,space
4.5,affective_go_stimuli\puppy_1.jpg,1,space
5.0,affective_go_stimuli\puppy_9.jpg,1,space
4.0,affective_no_go_stimuli\spider_19.jpg,0,None
