inter_stim_inverval,GNG_stim,match,corr_key
4.5,affective_no_go_stimuli\spider_24.jpeg,0,None
5.0,affective_no_go_stimuli\spider_18.jpg,0,None
5.5,affective_no_go_stimuli\spider_10.jpeg,0,None
5.5,affective_go_stimuli\puppy_8.jpg,1,space
4.0,affective_go_stimuli\puppy_26.jpeg,1,space
5.0,affective_go_stimuli\puppy_6.jpg,1,space
4.0,affective_go_stimuli\puppy_14.jpeg,1,space
4.0,affective_no_go_stimuli\spider_20.jpg,0,None
6.5,affective_go_stimuli\puppy_10.jpg,1,space
5.0,affective_no_go_stimuli\spider_13.jpeg,0,None
5.0,affective_no_go_stimuli\spider_11.jpeg,0,None
5.5,affective_go_stimuli\puppy_16.jpeg,1,space
5.0,affective_go_stimuli\puppy_28.jpg,1,space
5.0,affective_go_stimuli\puppy_15.jpeg,1,space
4.5,affective_no_go_stimuli\spider_1.jpeg,0,None
5.5,affective_go_stimuli\puppy_3.jpg,1,space
5.5,affective_no_go_stimuli\spider_8.jpeg,0,None
4.0,affective_go_stimuli\puppy_30.jpg,1,space
4.0,affective_no_go_stimuli\spider_9.jpeg,0,None
4.0,affective_no_go_stimuli\spider_14.jpeg,0,None
