inter_stim_inverval,GNG_stim,match,corr_key
5.0,no_go_stimuli\spider_22.jpg,0,None
4.0,go_stimuli\puppy_20.jpeg,1,space
5.0,no_go_stimuli\spider_2.jpeg,0,None
4.0,no_go_stimuli\spider_11.jpeg,0,None
6.5,no_go_stimuli\spider_4.jpeg,0,None
4.0,no_go_stimuli\spider_12.jpeg,0,None
4.5,go_stimuli\puppy_27.jpg,1,space
4.0,go_stimuli\puppy_21.jpeg,1,space
5.5,go_stimuli\puppy_26.jpeg,1,space
5.0,go_stimuli\puppy_13.jpg,1,space
6.0,no_go_stimuli\spider_14.jpeg,0,None
6.5,no_go_stimuli\spider_8.jpeg,0,None
6.5,go_stimuli\puppy_14.jpeg,1,space
4.0,no_go_stimuli\spider_29.jpg,0,None
6.5,no_go_stimuli\spider_27.jpeg,0,None
6.5,go_stimuli\puppy_12.jpeg,1,space
5.0,no_go_stimuli\spider_13.jpeg,0,None
6.0,go_stimuli\puppy_23.jpeg,1,space
4.0,go_stimuli\puppy_6.jpg,1,space
6.0,go_stimuli\puppy_10.jpg,1,space
