instructions1_text.started,instructions1_text.stopped,instructions1_resp.keys,instructions1_resp.rt,instructions1_resp.started,instructions1_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.762499500007834,None,space,4.6221373999724165,15.762499500007834,None,a,001,2022_Feb_05_1610,video_narrative,2021.2.3,144.0874437961909,
