instructions1_text.started,instructions1_text.stopped,instructions1_resp.keys,instructions1_resp.rt,instructions1_resp.started,instructions1_resp.stopped,details1_text.started,details1_text.stopped,details1_resp.keys,details1_resp.rt,details1_resp.started,details1_resp.stopped,instructions2_text.started,instructions2_text.stopped,instructions2_resp.keys,instructions2_resp.rt,instructions2_resp.started,instructions2_resp.stopped,details2_text.started,details2_text.stopped,details2_resp.keys,details2_resp.rt,details2_resp.started,details2_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
23.35182059998624,None,space,1.8428863000008278,23.35182059998624,None,,,,,,,,,,,,,,,,,,,a,001,2022_Feb_05_1619,video_narrative,2021.2.3,143.973554923786,
,,,,,,39.88849089998985,None,space,1.4477897000033408,39.88849089998985,None,,,,,,,,,,,,,a,001,2022_Feb_05_1619,video_narrative,2021.2.3,143.973554923786,
,,,,,,,,,,,,41.34809280000627,None,space,0.5813426000531763,41.34809280000627,None,,,,,,,a,001,2022_Feb_05_1619,video_narrative,2021.2.3,143.973554923786,
,,,,,,,,,,,,,,,,,,56.354314900003374,None,space,7.447219300025608,56.354314900003374,None,a,001,2022_Feb_05_1619,video_narrative,2021.2.3,143.973554923786,
