instructions1_text.started,instructions1_text.stopped,instructions1_resp.keys,instructions1_resp.rt,instructions1_resp.started,instructions1_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
16.921922700013965,None,space,8.710090499953367,16.921922700013965,None,,001,2022_Mar_02_1337,video_narrative,2021.2.3,144.00403208995533,
