inter_stim_inverval,GNG_stim,match,corr_key
4.0,affective_no_go_stimuli\spider_29.jpg,0,left
5.5,affective_no_go_stimuli\spider_16.jpeg,0,left
5.0,affective_go_stimuli\puppy_10.jpg,1,right
5.5,affective_go_stimuli\puppy_4.jpg,1,right
