inter_stim_inverval,GNG_stim,match,corr_key
6.5,no_go_stimuli\spider_28.jpg,0,None
5.5,no_go_stimuli\spider_25.jpg,0,None
6.5,go_stimuli\puppy_16.jpeg,1,space
6.5,no_go_stimuli\spider_27.jpeg,0,None
4.5,go_stimuli\puppy_10.jpg,1,space
4.0,no_go_stimuli\spider_2.jpeg,0,None
5.5,go_stimuli\puppy_5.jpg,1,space
5.5,go_stimuli\puppy_21.jpeg,1,space
4.5,go_stimuli\puppy_13.jpg,1,space
6.5,go_stimuli\puppy_19.jpeg,1,space
5.5,no_go_stimuli\spider_10.jpeg,0,None
6.5,go_stimuli\puppy_28.jpg,1,space
4.5,go_stimuli\puppy_26.jpeg,1,space
6.0,no_go_stimuli\spider_16.jpeg,0,None
5.5,no_go_stimuli\spider_13.jpeg,0,None
4.5,go_stimuli\puppy_25.jpeg,1,space
6.0,no_go_stimuli\spider_5.jpeg,0,None
4.0,no_go_stimuli\spider_18.jpg,0,None
5.5,go_stimuli\puppy_17.jpeg,1,space
5.5,no_go_stimuli\spider_15.jpeg,0,None
