inter_stim_inverval,GNG_stim,match,corr_key
5.0,no_go_stimuli\spider_29.jpg,0,None
4.5,go_stimuli\puppy_22.jpeg,1,space
6.0,go_stimuli\puppy_12.jpeg,1,space
4.0,no_go_stimuli\spider_25.jpg,0,None
5.0,no_go_stimuli\spider_2.jpeg,0,None
6.0,no_go_stimuli\spider_21.jpg,0,None
6.5,no_go_stimuli\spider_23.jpg,0,None
5.5,no_go_stimuli\spider_24.jpeg,0,None
6.0,no_go_stimuli\spider_19.jpg,0,None
6.0,go_stimuli\puppy_13.jpg,1,space
4.5,go_stimuli\puppy_19.jpeg,1,space
6.5,go_stimuli\puppy_2.jpg,1,space
6.5,no_go_stimuli\spider_28.jpg,0,None
5.5,go_stimuli\puppy_9.jpg,1,space
4.5,go_stimuli\puppy_15.jpeg,1,space
6.0,go_stimuli\puppy_28.jpg,1,space
4.0,go_stimuli\puppy_6.jpg,1,space
6.5,go_stimuli\puppy_24.jpeg,1,space
4.0,no_go_stimuli\spider_9.jpeg,0,None
5.0,no_go_stimuli\spider_14.jpeg,0,None
