instructions1_text.started,instructions1_text.stopped,instructions1_resp.keys,instructions1_resp.rt,instructions1_resp.started,instructions1_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
8.435607500025071,None,space,1.573281200020574,8.435607500025071,None,,001,2022_Mar_02_0837,video_narrative,2021.2.3,143.8985572913112,
