instructions1_text.started,instructions1_text.stopped,instructions1_resp.keys,instructions1_resp.rt,instructions1_resp.started,instructions1_resp.stopped,pieman_details_text.started,pieman_details_text.stopped,pieman_details_resp.keys,pieman_details_resp.rt,pieman_details_resp.started,pieman_details_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
9.203458800038788,None,space,2.6455024000024423,9.203458800038788,None,,,,,,,,001,2022_Mar_21_0608,video_narrative,2021.2.3,143.7504491942885,
,,,,,,11.88431190000847,None,space,2.549118599970825,11.88431190000847,None,,001,2022_Mar_21_0608,video_narrative,2021.2.3,143.7504491942885,
