instructions1_text.started,instructions1_text.stopped,instructions1_resp.keys,instructions1_resp.rt,instructions1_resp.started,instructions1_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
15.61519209999824,None,space,10.602058899996337,15.61519209999824,None,,001,2022_Mar_21_0559,video_narrative,2021.2.3,143.98702973733631,
