inter_stim_inverval,GNG_stim,match,corr_key
4.0,no_go_stimuli\spider_26.jpg,0,None
5.0,go_stimuli\puppy_4.jpg,1,space
4.5,no_go_stimuli\spider_18.jpg,0,None
4.5,go_stimuli\puppy_15.jpeg,1,space
6.0,no_go_stimuli\spider_22.jpg,0,None
6.5,no_go_stimuli\spider_2.jpeg,0,None
6.0,no_go_stimuli\spider_10.jpeg,0,None
4.5,go_stimuli\puppy_19.jpeg,1,space
6.0,go_stimuli\puppy_14.jpeg,1,space
4.0,no_go_stimuli\spider_1.jpeg,0,None
4.5,no_go_stimuli\spider_28.jpg,0,None
5.5,go_stimuli\puppy_21.jpeg,1,space
5.0,go_stimuli\puppy_13.jpg,1,space
4.5,no_go_stimuli\spider_17.jpeg,0,None
5.0,go_stimuli\puppy_11.jpeg,1,space
5.0,go_stimuli\puppy_25.jpeg,1,space
4.0,no_go_stimuli\spider_3.jpeg,0,None
5.5,go_stimuli\puppy_6.jpg,1,space
5.5,no_go_stimuli\spider_19.jpg,0,None
6.0,go_stimuli\puppy_27.jpg,1,space
