inter_stim_inverval,GNG_stim,match,corr_key
5.5,affective_go_stimuli\puppy_7.jpg,1,space
6.0,affective_no_go_stimuli\spider_18.jpg,0,None
6.0,affective_no_go_stimuli\spider_2.jpeg,0,None
5.0,affective_no_go_stimuli\spider_28.jpg,0,None
6.0,affective_go_stimuli\puppy_18.jpeg,1,space
4.5,affective_go_stimuli\puppy_10.jpg,1,space
5.5,affective_go_stimuli\puppy_27.jpg,1,space
6.0,affective_no_go_stimuli\spider_10.jpeg,0,None
6.5,affective_go_stimuli\puppy_6.jpg,1,space
6.0,affective_go_stimuli\puppy_16.jpeg,1,space
4.0,affective_go_stimuli\puppy_1.jpg,1,space
4.0,affective_no_go_stimuli\spider_19.jpg,0,None
5.5,affective_no_go_stimuli\spider_4.jpeg,0,None
6.5,affective_no_go_stimuli\spider_29.jpg,0,None
5.0,affective_no_go_stimuli\spider_25.jpg,0,None
5.5,affective_no_go_stimuli\spider_7.jpeg,0,None
6.5,affective_go_stimuli\puppy_28.jpg,1,space
6.0,affective_no_go_stimuli\spider_6.jpeg,0,None
4.0,affective_go_stimuli\puppy_2.jpg,1,space
5.5,affective_go_stimuli\puppy_8.jpg,1,space
