inter_stim_inverval,GNG_stim,match,corr_key
4.0,no_go_stimuli\spider_20.jpg,0,None
6.5,no_go_stimuli\spider_8.jpeg,0,None
5.5,go_stimuli\puppy_17.jpeg,1,space
5.0,no_go_stimuli\spider_16.jpeg,0,None
6.0,no_go_stimuli\spider_10.jpeg,0,None
5.5,no_go_stimuli\spider_30.jpg,0,None
6.0,go_stimuli\puppy_24.jpeg,1,space
6.0,no_go_stimuli\spider_4.jpeg,0,None
6.5,go_stimuli\puppy_30.jpg,1,space
5.0,go_stimuli\puppy_3.jpg,1,space
5.0,go_stimuli\puppy_6.jpg,1,space
4.0,go_stimuli\puppy_18.jpeg,1,space
5.0,no_go_stimuli\spider_6.jpeg,0,None
5.5,go_stimuli\puppy_25.jpeg,1,space
5.0,no_go_stimuli\spider_15.jpeg,0,None
6.5,no_go_stimuli\spider_2.jpeg,0,None
4.5,go_stimuli\puppy_11.jpeg,1,space
5.0,no_go_stimuli\spider_5.jpeg,0,None
6.5,go_stimuli\puppy_20.jpeg,1,space
5.0,go_stimuli\puppy_13.jpg,1,space
