welcome_text.started,welcome_text.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
12.457976800003962,None,space,9.541278299999249,12.457976800003962,None,a,001,2022_Feb_03_0415,resting_state,2021.2.3,144.023112830768,
