welcome_text.started,welcome_text.stopped,welcome_resp.keys,welcome_resp.rt,welcome_resp.started,welcome_resp.stopped,trial_text.started,trial_text.stopped,done_sound.started,done_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
10.257275600000867,None,space,0.749850799998967,10.257275600000867,None,,,,,a,001,2022_Feb_03_0417,resting_state,2021.2.3,143.7771109832177,
,,,,,,11.017960700002732,None,15.217588750002324,None,,,,,,,
