inter_stim_inverval,GNG_stim,match,corr_key
4.5,go_stimuli\puppy_1.jpg,1,space
6.0,no_go_stimuli\spider_4.jpeg,0,None
5.0,no_go_stimuli\spider_24.jpeg,0,None
4.0,go_stimuli\puppy_27.jpg,1,space
4.0,no_go_stimuli\spider_11.jpeg,0,None
6.5,go_stimuli\puppy_4.jpg,1,space
6.5,no_go_stimuli\spider_19.jpg,0,None
6.5,no_go_stimuli\spider_14.jpeg,0,None
6.5,no_go_stimuli\spider_2.jpeg,0,None
4.0,go_stimuli\puppy_12.jpeg,1,space
4.5,go_stimuli\puppy_15.jpeg,1,space
4.5,go_stimuli\puppy_30.jpg,1,space
4.0,no_go_stimuli\spider_13.jpeg,0,None
6.5,go_stimuli\puppy_9.jpg,1,space
5.5,go_stimuli\puppy_11.jpeg,1,space
6.5,no_go_stimuli\spider_23.jpg,0,None
4.0,no_go_stimuli\spider_28.jpg,0,None
6.0,go_stimuli\puppy_10.jpg,1,space
4.0,go_stimuli\puppy_3.jpg,1,space
6.5,no_go_stimuli\spider_27.jpeg,0,None
