inter_stim_inverval,GNG_stim,match,corr_key
5.5,go_stimuli\puppy_22.jpeg,1,space
5.0,no_go_stimuli\spider_7.jpeg,0,None
6.0,no_go_stimuli\spider_9.jpeg,0,None
5.5,no_go_stimuli\spider_30.jpg,0,None
4.0,no_go_stimuli\spider_10.jpeg,0,None
4.0,no_go_stimuli\spider_25.jpg,0,None
4.5,go_stimuli\puppy_23.jpeg,1,space
5.5,go_stimuli\puppy_19.jpeg,1,space
6.5,no_go_stimuli\spider_27.jpeg,0,None
5.0,go_stimuli\puppy_13.jpg,1,space
4.0,no_go_stimuli\spider_8.jpeg,0,None
6.5,no_go_stimuli\spider_14.jpeg,0,None
5.5,go_stimuli\puppy_9.jpg,1,space
5.0,go_stimuli\puppy_30.jpg,1,space
5.0,go_stimuli\puppy_8.jpg,1,space
5.0,go_stimuli\puppy_3.jpg,1,space
6.5,no_go_stimuli\spider_3.jpeg,0,None
6.5,go_stimuli\puppy_18.jpeg,1,space
5.5,no_go_stimuli\spider_19.jpg,0,None
5.5,go_stimuli\puppy_14.jpeg,1,space
