inter_stim_inverval,GNG_stim,match,corr_key
6.5,go_stimuli\puppy_1.jpg,1,space
6.5,no_go_stimuli\spider_1.jpeg,0,None
4.0,go_stimuli\puppy_9.jpg,1,space
5.5,no_go_stimuli\spider_23.jpg,0,None
4.0,go_stimuli\puppy_3.jpg,1,space
4.0,no_go_stimuli\spider_16.jpeg,0,None
6.5,no_go_stimuli\spider_13.jpeg,0,None
6.0,no_go_stimuli\spider_2.jpeg,0,None
4.0,no_go_stimuli\spider_28.jpg,0,None
5.5,go_stimuli\puppy_2.jpg,1,space
4.5,go_stimuli\puppy_15.jpeg,1,space
5.5,no_go_stimuli\spider_15.jpeg,0,None
4.0,go_stimuli\puppy_12.jpeg,1,space
5.5,go_stimuli\puppy_21.jpeg,1,space
5.0,no_go_stimuli\spider_8.jpeg,0,None
5.0,go_stimuli\puppy_10.jpg,1,space
4.5,no_go_stimuli\spider_3.jpeg,0,None
5.0,go_stimuli\puppy_29.jpg,1,space
5.0,go_stimuli\puppy_6.jpg,1,space
6.0,no_go_stimuli\spider_18.jpg,0,None
