go_stim,match,GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,go_block.thisRepN,go_block.thisTrialN,go_block.thisN,go_block.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,response_interval_text.started,response_interval_text.stopped,inter_stim_text.started,inter_stim_text.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.860727500054054,None,space,0.508126100001391,8.860727500054054,None,,,,,,001,2022_Feb_06_1411,affective_go_no_go,2021.2.3,143.75168906592197,
puppy_29.jpg,['space'],0,0,0,0,0,0,0,6,,,,,,,9.390093200025149,None,12.390723200049251,None,,001,2022_Feb_06_1411,affective_go_no_go,2021.2.3,143.75168906592197,
,,,,,,,,,,,,,,,,17.3922273000353,None,,,,,,,,,
