GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,10.987742999976035,None,space,1.6819218000164255,10.987742999976035,None,z,001,2022_Feb_06_1408,affective_go_no_go,2021.2.3,144.10737732819783,
