loop_count,inter_stim_inverval,GNG_stim,match,inter_stim_interval,go_stim,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,go_block.thisRepN,go_block.thisTrialN,go_block.thisN,go_block.thisIndex,inter_stim_plus.started,inter_stim_plus.stopped,go_resp.keys,go_resp.corr,go_resp.rt,go_resp.started,go_resp.stopped,go_image.started,go_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,6.5,affective_go_stimuli\puppy_14.jpeg,1,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,6.5,affective_go_stimuli\puppy_1.jpg,1,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,5.0,affective_no_go_stimuli\spider_4.jpeg,0,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,5.5,affective_no_go_stimuli\spider_5.jpeg,0,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,,,1,5.5,affective_go_stimuli\puppy_10.jpg,0,0,0,0,,,,,0,0,0,0,0,0,0,0,21.998604599997634,None,space,1,0.3459685999841895,27.511363800003892,None,27.511363800003892,None,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,,,1,6.5,affective_go_stimuli\puppy_9.jpg,0,0,0,0,,,,,0,0,0,0,0,1,1,1,27.874961299996357,None,space,1,0.34784729999955744,34.38280590000795,None,34.38280590000795,None,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,,,1,4.0,affective_go_stimuli\puppy_20.jpeg,0,0,0,0,,,,,0,0,0,0,0,2,2,2,34.74118250000174,None,None,0,,38.75503649999155,None,38.75503649999155,39.257880299992394,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
1,,,1,5.0,affective_go_stimuli\puppy_22.jpeg,0,0,0,0,,,,,0,0,0,0,0,3,3,3,41.75022020001779,None,None,0,,46.76232909999089,None,46.76232909999089,47.26048910000827,,001,2022_Feb_28_1755,affective_go_no_go,2021.2.3,143.99967744497192,
,,,,,,,,,,,,,,,,,,,,,,49.762703200016404,None,,,,,,,,,,,,,,
