GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,go_block.thisRepN,go_block.thisTrialN,go_block.thisN,go_block.thisIndex,go_stim,match,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,8.663775600027293,None,space,0.6214997000060976,8.663775600027293,None,a,001,2022_Feb_06_1430,affective_go_no_go,2021.2.3,144.15453369565512,
