instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
11.013986099977046,None,space,6.219334299967159,11.013986099977046,None,a,001,2022_Feb_05_1755,go_no_go,2021.2.3,144.04012382729067,
