loop_count,inter_stim_inverval,GNG_stim,match,inter_stim_interval,go_stim,practice_loop.thisRepN,practice_loop.thisTrialN,practice_loop.thisN,practice_loop.thisIndex,practice_trial_loop.thisRepN,practice_trial_loop.thisTrialN,practice_trial_loop.thisN,practice_trial_loop.thisIndex,GNG_loop.thisRepN,GNG_loop.thisTrialN,GNG_loop.thisN,GNG_loop.thisIndex,go_block.thisRepN,go_block.thisTrialN,go_block.thisN,go_block.thisIndex,inter_stim_plus.started,inter_stim_plus.stopped,go_resp.keys,go_resp.corr,go_resp.rt,go_resp.started,go_resp.stopped,go_image.started,go_image.stopped,participant,session,date,expName,psychopyVersion,frameRate,
1,6.5,affective_go_stimuli\puppy_14.jpeg,1,,,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,6.5,affective_go_stimuli\puppy_1.jpg,1,,,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,5.0,affective_no_go_stimuli\spider_4.jpeg,0,,,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,5.5,affective_no_go_stimuli\spider_5.jpeg,0,,,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,,,,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,,,1,5.5,affective_go_stimuli\puppy_10.jpg,0,0,0,0,,,,,0,0,0,0,0,0,0,0,24.254068800015375,None,space,1,0.22333290000096895,29.76696350000566,None,29.76696350000566,None,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,,,1,6.5,affective_go_stimuli\puppy_9.jpg,0,0,0,0,,,,,0,0,0,0,0,1,1,1,30.00694960000692,None,space,1,0.25743019999936223,36.5160223999992,None,36.5160223999992,None,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,,,1,4.0,affective_go_stimuli\puppy_20.jpeg,0,0,0,0,,,,,0,0,0,0,0,2,2,2,36.78899800000363,None,space,1,0.24814849998801947,40.80307690001791,None,40.80307690001791,None,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
1,,,1,5.0,affective_go_stimuli\puppy_22.jpeg,0,0,0,0,,,,,0,0,0,0,0,3,3,3,41.06613849999849,None,None,0,,46.07538220001152,None,46.07538220001152,46.57952570001362,,001,2022_Feb_28_1801,affective_go_no_go,2021.2.3,143.94682031076277,
,,,,,,,,,,,,,,,,,,,,,,49.07545989999198,None,,,,,,,,,,,,,,
