task_order,stim_time,inter_stim_time,x_pos,y_pos,stim_event,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,vSAT_loop.thisRepN,vSAT_loop.thisTrialN,vSAT_loop.thisN,vSAT_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,experiment_SAT_text.started,experiment_SAT_text.stopped,experiment_vSAT_text.started,experiment_vSAT_text.stopped,experiment_instructions_rep.keys,experiment_instructions_rep.rt,experiment_instructions_rep.started,experiment_instructions_rep.stopped,inter_stim_text.started,inter_stim_text.stopped,vSAT_square.started,vSAT_square.stopped,delay_text.started,delay_text.stopped,response_cue_sound.started,response_cue_sound.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.started,mouse_resp.stopped,stimuli_background.started,stimuli_background.stopped,feedback_sound.started,feedback_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
SAT2,0.05,2,0,0,1,0,1,1,1,0,1,1,1,,,,,,,,,,,,,,,149.40308379998896,None,151.4085932999733,None,151.46417940000538,None,151.56828388001304,None,-0.3175926,0.34907407,0,0,0,0.004410539928358048,None,152.01177480001934,None,153.4984257799806,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,1,0,0,1,0,1,1,1,0,2,2,2,,,,,,,,,,,,,,,154.01419999997597,None,155.01909590000287,None,155.05374020000454,None,155.15790967998328,None,-0.3175926,0.34907407,0,0,0,0.004092040006071329,None,155.6012757999706,None,157.08804917999078,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,1,0,0,0,0,1,1,1,0,3,3,3,,,,,,,,,,,,,,,157.60444770002505,None,158.60866339999484,None,158.64312979998067,None,158.74736957997084,None,-0.3175926,0.34907407,0,0,0,0.0038283399771898985,None,159.19186000002082,None,160.6776105799945,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,2,0,0,0,0,1,1,1,0,4,4,4,,,,,,,,,,,,,,,161.19429319998017,None,163.19800719997147,None,163.2534663999686,None,163.35770857997704,None,-0.3175926,0.34907407,0,0,0,0.003647839999757707,None,163.80199589999393,None,165.28784047998488,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,1,0,0,0,0,1,1,1,0,5,5,5,,,,,,,,,,,,,,,165.8042213000008,None,166.80838230001973,None,166.843056600017,None,166.94721457996638,None,-0.3175926,0.34907407,0,0,0,0.00398813997162506,None,167.3905743000214,None,168.8773514800123,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.05,2,0,0,1,0,1,1,1,0,6,6,6,,,,,,,,,,,,,,,169.39368149999063,None,171.39771039999323,None,171.45323139999527,None,171.55739918001927,None,-0.3175926,0.34907407,0,0,0,0.0037165399990044534,None,172.00164699996822,None,173.48756327998126,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,2,0,0,0,0,1,1,1,0,7,7,7,,,,,,,,,,,,,,,174.00356969999848,None,176.00804839999182,None,176.0287943999865,None,176.1328294799896,None,-0.3175926,0.34907407,0,0,0,0.001407640054821968,None,176.57228849997045,None,178.0630354799796,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,1,0,0,1,0,1,1,1,0,8,8,8,,,,,,,,,,,,,,,178.57329440000467,None,179.57672489999095,None,179.59738920000382,None,179.70167167996988,None,-0.3175926,0.34907407,0,0,0,0.006610419950447977,None,180.14288020000095,None,181.6318669799948,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.028999999999999998,2,0,0,0,0,1,1,1,0,9,9,9,,,,,,,,,,,,,,,182.14325620001182,None,184.1452446000185,None,184.17992329999106,None,184.28405797999585,None,-0.3175926,0.34907407,0,0,0,0.0006853399681858718,None,184.73071360000176,None,186.21424328000285,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
SAT2,0.017,1,0,0,0,0,1,1,1,0,10,10,10,,,,,,,,,,,,,,,186.72298959997715,None,187.72786250000354,None,187.74865869997302,None,187.85278707998805,None,-0.3175926,0.34907407,0,0,0,0.001042340009007603,None,188.29250139999203,None,189.7829763799673,None,,001,2022_Mar_02_1328,SAT,2021.2.3,143.71553516701587,
