task_order,stim_time,inter_stim_time,x_pos,y_pos,stim_event,main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,vSAT_loop.thisRepN,vSAT_loop.thisTrialN,vSAT_loop.thisN,vSAT_loop.thisIndex,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,experiment_SAT_text.started,experiment_SAT_text.stopped,experiment_vSAT_text.started,experiment_vSAT_text.stopped,experiment_instructions_rep.keys,experiment_instructions_rep.rt,experiment_instructions_rep.started,experiment_instructions_rep.stopped,inter_stim_text.started,inter_stim_text.stopped,vSAT_square.started,vSAT_square.stopped,delay_text.started,delay_text.stopped,response_cue_sound.started,response_cue_sound.stopped,mouse_resp.x,mouse_resp.y,mouse_resp.leftButton,mouse_resp.midButton,mouse_resp.rightButton,mouse_resp.started,mouse_resp.stopped,stimuli_background.started,stimuli_background.stopped,feedback_sound.started,feedback_sound.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,7.890413500019349,None,space,4.931563699967228,7.890413500019349,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.017,2,-0.25,0.25,0,0,0,0,0,0,0,0,0,,,,,,,12.855781399994157,None,12.855781399994157,None,space,1.1818061000085436,12.855781399994157,None,14.063133399991784,None,16.067487200023606,None,16.088386700022966,None,16.1925347700133,None,0.22962964,-0.024074074,0,0,0,0.0005181100568734109,None,16.639840900024865,None,18.122724469995593,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.017,3,-0.25,0.25,0,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,18.632611999986693,None,21.636049700027797,None,21.65666949999286,None,21.760905870015268,None,0.22962964,-0.024074074,0,0,0,0.00025311001809313893,None,22.20152479998069,None,23.691119370004163,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.05,2,0.25,0.25,0,0,0,0,0,0,2,2,2,,,,,,,,,,,,,,,24.20242759998655,None,26.20451840001624,None,26.25999489997048,None,26.364291169983336,None,0.22962964,-0.024074074,0,0,0,0.0017166100442409515,None,26.80973769997945,None,28.294334770017304,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.028999999999999998,3,-0.25,-0.25,1,0,0,0,0,0,3,3,3,,,,,,,,,,,,,,,28.81203450000612,None,31.81456159998197,None,31.84916779998457,None,31.953317469987088,None,0.22962964,-0.024074074,0,0,0,0.0012654100428335369,None,32.39993170002708,None,33.8835236699786,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.017,2,-0.25,-0.25,1,0,0,0,0,0,4,4,4,,,,,,,,,,,,,,,34.391528100008145,None,36.396958699973766,None,36.41786779998802,None,36.52189526999136,None,0.22962964,-0.024074074,0,0,0,0.0005014100461266935,None,36.96233920002123,None,38.45207706997171,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.017,2,0.0,0.0,0,0,0,0,0,0,5,5,5,,,,,,,,,,,,,,,38.96230040001683,None,40.96557020000182,None,40.986227400018834,None,41.09048217000672,None,0.22962964,-0.024074074,0,0,0,0.006063979992177337,None,41.532090900000185,None,43.02063657001126,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.017,2,-0.25,-0.25,0,0,0,0,0,0,6,6,6,,,,,,,,,,,,,,,43.53219110000646,None,45.53408519999357,None,45.55485640000552,None,45.65920467000687,None,0.22962964,-0.024074074,0,0,0,0.0066705800127238035,None,46.09986090002349,None,47.58923107002629,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.028999999999999998,2,0.25,-0.25,1,0,0,0,0,0,7,7,7,,,,,,,,,,,,,,,48.1005513999844,None,50.102612200018484,None,50.13744660001248,None,50.241429470025466,None,0.22962964,-0.024074074,0,0,0,0.006646680005360395,None,50.682663100014906,None,52.1716710699955,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.028999999999999998,2,-0.25,-0.25,0,0,0,0,0,0,8,8,8,,,,,,,,,,,,,,,52.683140599983744,None,54.68506869999692,None,54.719734199985396,None,54.82386136999121,None,0.22962964,-0.024074074,0,0,0,0.0017773100407794118,None,55.27025230001891,None,56.75412266999483,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
vSAT1,0.028999999999999998,1,-0.25,-0.25,1,0,0,0,0,0,9,9,9,,,,,,,,,,,,,,,57.27191130002029,None,58.27452889998676,None,58.30926469998667,None,58.41352916999021,None,0.22962964,-0.024074074,0,0,0,0.0017225099727511406,None,58.859967799973674,None,60.34365096997935,None,,001,2022_Mar_21_0733,SAT,2021.2.3,143.93749653454014,
