main_loop.thisRepN,main_loop.thisTrialN,main_loop.thisN,main_loop.thisIndex,task_order,instructions_text.started,instructions_text.stopped,instructions_resp.keys,instructions_resp.rt,instructions_resp.started,instructions_resp.stopped,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,7.693492399999741,None,space,1.345976900000096,7.693492399999741,None,,001,2022_Feb_25_1223,SAT,2021.2.3,143.95697413916466,
