4.4426 	WARNING 	User requested fullscreen with size [1024  768], but screen is actually [1920, 1080]. Using actual size
8.7008 	EXP 	Created window1 = Window(allowGUI=False, allowStencil=False, autoLog=True, backendConf=UNKNOWN, bitsMode=UNKNOWN, blendMode='avg', bpc=(8, 8, 8), color=array([0, 0, 0]), colorSpace='rgb', depthBits=8, fullscr=<method-wrapper '__getattribute__' of attributeSetter object at 0x0000018232A36A58>, gamma=None, gammaErrorPolicy='raise', lms=UNKNOWN, monitor=<psychopy.monitors.calibTools.Monitor object at 0x0000018232AA5E80>, multiSample=False, name='window1', numSamples=2, pos=[0.0, 0.0], screen=0, size=array([1920, 1080]), stencilBits=0, stereo=False, units='height', useFBO=True, useRetina=False, viewOri=0.0, viewPos=None, viewScale=None, waitBlanking=True, winType='pyglet')
8.7010 	EXP 	window1: mouseVisible = True
8.7010 	EXP 	window1: recordFrameIntervals = False
8.7699 	EXP 	window1: recordFrameIntervals = True
8.8465 	EXP 	window1: recordFrameIntervals = False
9.1261 	EXP 	UDP Sent: marker_value=0, marker_string=experiment_start
9.3597 	EXP 	Created instructions_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.05, italic=False, languageStyle='LTR', name='instructions_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.3806 	EXP 	Created experiment_SAT_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='experiment_SAT_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.3880 	EXP 	Created experiment_vSAT_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=-1.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='experiment_vSAT_text', opacity=1.0, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text=str(...), units='height', win=Window(...), wrapWidth=1)
9.3894 	EXP 	Created inter_stim_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='inter_stim_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.3919 	EXP 	Created vSAT_square = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=0.0, fillColor=array([1, 1, 1]), fillColorSpace='rgb', fillRGB=array([1, 1, 1]), interpolate=True, lineColor=array([1., 1., 1.]), lineColorSpace='rgb', lineRGB=array([1, 1, 1]), lineWidth=1.0, name='vSAT_square', opacity=1.0, ori=0.0, pos=array([0., 0.]), size=array([0.25, 0.25]), units='height', vertices=ndarray(...), win=Window(...))
9.3932 	EXP 	Created delay_text = TextStim(__class__=<class 'psychopy.visual.text.TextStim'>, alignHoriz=method-wrapper(...), alignText='center', alignVert=method-wrapper(...), anchorHoriz='center', anchorVert='center', antialias=True, autoLog=True, bold=False, color=array([1., 1., 1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Open Sans', fontFiles=[], height=0.1, italic=False, languageStyle='LTR', name='delay_text', opacity=1, ori=0.0, pos=array([0., 0.]), rgb=UNKNOWN, text='', units='height', win=Window(...), wrapWidth=1)
9.4769 	EXP 	Sound response_cue_sound set volume 1.000
9.4770 	EXP 	window1: mouseVisible = True
9.4774 	DEPRECATION 	'0.0000, 0.0000, 0.0000' is not a valid rgb color
9.4777 	DEPRECATION 	'0.0000, 0.0000, 0.0000' is not a valid rgb color
9.4791 	EXP 	Created stimuli_background = Rect(__class__=<class 'psychopy.visual.rect.Rect'>, autoDraw=False, autoLog=True, closeShape=True, color=method-wrapper(...), colorSpace='rgb', contrast=None, depth=-1.0, fillColor=array([0, 0, 0]), fillColorSpace='rgb', fillRGB=array([0, 0, 0]), interpolate=True, lineColor=array([0., 0., 0.]), lineColorSpace='rgb', lineRGB=array([0, 0, 0]), lineWidth=1.0, name='stimuli_background', opacity=0, ori=0.0, pos=array([0., 0.]), size=array([2., 2.]), units='height', vertices=ndarray(...), win=Window(...))
9.4799 	EXP 	Sound feedback_sound set volume 1.000
9.5112 	EXP 	instructions_text: autoDraw = True
10.4263 	EXP 	Imported vSAT_task_order-16444492898941681.csv as conditions, 4 conditions, 1 params
10.4266 	EXP 	Created sequence: sequential, trialTypes=4, nReps=1, seed=None
10.4268 	EXP 	New trial (rep=0, index=0): OrderedDict([('task_order', 'vSAT1')])
10.4449 	DATA 	Keypress: space
10.4466 	EXP 	instructions_text: autoDraw = False
10.4466 	EXP 	experiment_SAT_text: autoDraw = True
10.4466 	EXP 	experiment_vSAT_text: autoDraw = True
10.9161 	DATA 	Keypress: space
10.9359 	EXP 	Imported vSAT_conditions\vSAT_stims-16444508695370612.csv as conditions, 30 conditions, 5 params
10.9362 	EXP 	Created sequence: sequential, trialTypes=30, nReps=1, seed=None
10.9365 	EXP 	New trial (rep=0, index=0): OrderedDict([('stim_time', 0.017), ('inter_stim_time', 2), ('x_pos', -0.25), ('y_pos', 0.25), ('stim_event', 0)])
10.9405 	EXP 	experiment_SAT_text: autoDraw = False
10.9405 	EXP 	experiment_vSAT_text: autoDraw = False
10.9405 	EXP 	inter_stim_text: autoDraw = True
12.9376 	EXP 	UDP Sent: marker_value=8, marker_string=stimuli_start
12.9427 	EXP 	inter_stim_text: autoDraw = False
12.9427 	EXP 	inter_stim_text: autoDraw = False
12.9427 	EXP 	vSAT_square: pos = array([-0.25,  0.25])
12.9427 	EXP 	vSAT_square: autoDraw = True
12.9634 	EXP 	vSAT_square: autoDraw = False
12.9634 	EXP 	vSAT_square: autoDraw = False
12.9634 	EXP 	delay_text: autoDraw = True
13.0676 	EXP 	Sound response_cue_sound started
13.0676 	EXP 	delay_text: autoDraw = False
13.5080 	EXP 	Sound response_cue_sound reached end of file
13.5120 	EXP 	stimuli_background: autoDraw = True
14.9979 	EXP 	Sound feedback_sound started
14.9977 	EXP 	stimuli_background: autoDraw = False
15.5081 	EXP 	Sound feedback_sound reached end of file
15.5104 	EXP 	New trial (rep=0, index=1): OrderedDict([('stim_time', 0.017), ('inter_stim_time', 3), ('x_pos', -0.25), ('y_pos', 0.25), ('stim_event', 0)])
15.5142 	EXP 	inter_stim_text: autoDraw = True
18.5138 	EXP 	UDP Sent: marker_value=8, marker_string=stimuli_start
18.5180 	EXP 	inter_stim_text: autoDraw = False
18.5180 	EXP 	inter_stim_text: autoDraw = False
18.5180 	EXP 	vSAT_square: pos = array([-0.25,  0.25])
18.5180 	EXP 	vSAT_square: autoDraw = True
18.5388 	EXP 	vSAT_square: autoDraw = False
18.5388 	EXP 	vSAT_square: autoDraw = False
18.5388 	EXP 	delay_text: autoDraw = True
18.6428 	EXP 	Sound response_cue_sound started
18.6429 	EXP 	delay_text: autoDraw = False
19.0784 	EXP 	Sound response_cue_sound reached end of file
19.0832 	EXP 	stimuli_background: autoDraw = True
20.5731 	EXP 	Sound feedback_sound started
20.5731 	EXP 	stimuli_background: autoDraw = False
21.0782 	EXP 	Sound feedback_sound stopped
21.0805 	EXP 	New trial (rep=0, index=2): OrderedDict([('stim_time', 0.05), ('inter_stim_time', 2), ('x_pos', 0.25), ('y_pos', 0.25), ('stim_event', 0)])
21.0843 	EXP 	inter_stim_text: autoDraw = True
23.0824 	EXP 	UDP Sent: marker_value=8, marker_string=stimuli_start
23.0866 	EXP 	inter_stim_text: autoDraw = False
23.0866 	EXP 	inter_stim_text: autoDraw = False
23.0866 	EXP 	vSAT_square: pos = array([0.25, 0.25])
23.0866 	EXP 	vSAT_square: autoDraw = True
23.1420 	EXP 	vSAT_square: autoDraw = False
23.1420 	EXP 	vSAT_square: autoDraw = False
23.1420 	EXP 	delay_text: autoDraw = True
23.2462 	EXP 	Sound response_cue_sound started
23.2461 	EXP 	delay_text: autoDraw = False
23.6884 	EXP 	Sound response_cue_sound reached end of file
23.6918 	EXP 	stimuli_background: autoDraw = True
25.1763 	EXP 	Sound feedback_sound started
25.1763 	EXP 	stimuli_background: autoDraw = False
25.6883 	EXP 	Sound feedback_sound reached end of file
25.6902 	EXP 	New trial (rep=0, index=3): OrderedDict([('stim_time', 0.028999999999999998), ('inter_stim_time', 3), ('x_pos', -0.25), ('y_pos', -0.25), ('stim_event', 1)])
25.6941 	EXP 	inter_stim_text: autoDraw = True
28.6914 	EXP 	UDP Sent: marker_value=8, marker_string=stimuli_start
28.6966 	EXP 	inter_stim_text: autoDraw = False
28.6966 	EXP 	inter_stim_text: autoDraw = False
28.6966 	EXP 	vSAT_square: pos = array([-0.25, -0.25])
28.6966 	EXP 	vSAT_square: autoDraw = True
28.7312 	EXP 	vSAT_square: autoDraw = False
28.7312 	EXP 	vSAT_square: autoDraw = False
28.7312 	EXP 	delay_text: autoDraw = True
28.8355 	EXP 	Sound response_cue_sound started
28.8354 	EXP 	delay_text: autoDraw = False
29.2784 	EXP 	Sound response_cue_sound reached end of file
29.2823 	EXP 	stimuli_background: autoDraw = True
30.7655 	EXP 	Sound feedback_sound started
30.7655 	EXP 	stimuli_background: autoDraw = False
31.2779 	EXP 	Sound feedback_sound reached end of file
31.2803 	EXP 	New trial (rep=0, index=4): OrderedDict([('stim_time', 0.017), ('inter_stim_time', 2), ('x_pos', -0.25), ('y_pos', -0.25), ('stim_event', 1)])
31.2841 	EXP 	inter_stim_text: autoDraw = True
33.2816 	EXP 	UDP Sent: marker_value=8, marker_string=stimuli_start
33.2859 	EXP 	inter_stim_text: autoDraw = False
33.2859 	EXP 	inter_stim_text: autoDraw = False
33.2859 	EXP 	vSAT_square: pos = array([-0.25, -0.25])
33.2859 	EXP 	vSAT_square: autoDraw = True
33.3067 	EXP 	vSAT_square: autoDraw = False
33.3067 	EXP 	vSAT_square: autoDraw = False
33.3067 	EXP 	delay_text: autoDraw = True
33.4109 	EXP 	Sound response_cue_sound started
33.4108 	EXP 	delay_text: autoDraw = False
33.8482 	EXP 	Sound response_cue_sound reached end of file
33.8522 	EXP 	stimuli_background: autoDraw = True
35.3409 	EXP 	Sound feedback_sound started
35.3409 	EXP 	stimuli_background: autoDraw = False
35.8483 	EXP 	Sound feedback_sound reached end of file
35.8487 	EXP 	New trial (rep=0, index=5): OrderedDict([('stim_time', 0.017), ('inter_stim_time', 2), ('x_pos', 0.0), ('y_pos', 0.0), ('stim_event', 0)])
35.8522 	EXP 	inter_stim_text: autoDraw = True
37.8501 	EXP 	UDP Sent: marker_value=8, marker_string=stimuli_start
37.8545 	EXP 	inter_stim_text: autoDraw = False
37.8545 	EXP 	inter_stim_text: autoDraw = False
37.8545 	EXP 	vSAT_square: pos = array([0., 0.])
37.8545 	EXP 	vSAT_square: autoDraw = True
37.8752 	EXP 	vSAT_square: autoDraw = False
37.8752 	EXP 	vSAT_square: autoDraw = False
37.8752 	EXP 	delay_text: autoDraw = True
37.9794 	EXP 	Sound response_cue_sound started
37.9795 	EXP 	delay_text: autoDraw = False
